"","Data_Scientist_Skills_ID","Company","Web_scrape_date","state","job_post_link"
"817",4,"MachineZone",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=0ec6868b695e9745&fccid=5bde9102c6fe9185&vjs=3"
"818",3,"MachineZone",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=0ec6868b695e9745&fccid=5bde9102c6fe9185&vjs=3"
"819",13,"Amazon.com",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=ff1e7ebf8c2a7a74&fccid=fe2d21eef233e94a&vjs=3"
"820",4,"Amazon.com",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=ff1e7ebf8c2a7a74&fccid=fe2d21eef233e94a&vjs=3"
"821",3,"Amazon.com",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=ff1e7ebf8c2a7a74&fccid=fe2d21eef233e94a&vjs=3"
"822",6,"Whiz Finder Corporation",2018-10-30,"CA","https://www.indeed.com/company/Whiz-Finder-Corporation/jobs/Senior-Statistical-Analyst-a6b23a78e7c850c0?fccid=81fde8565ea85612&vjs=3"
"823",13,"Oath Inc",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=4c211f74c6361bef&fccid=ec7026b814653f27&vjs=3"
"824",2,"Oath Inc",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=4c211f74c6361bef&fccid=ec7026b814653f27&vjs=3"
"825",12,"Panasonic Avionics",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=4f5b0f12cf5da339&fccid=a1488be096cd2e3f&vjs=3"
"826",2,"Panasonic Avionics",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=4f5b0f12cf5da339&fccid=a1488be096cd2e3f&vjs=3"
"827",1,"Panasonic Avionics",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=4f5b0f12cf5da339&fccid=a1488be096cd2e3f&vjs=3"
"828",4,"Neal Analytics",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=b144b66286da5fa2&fccid=a3bcc3a125bee804&vjs=3"
"829",3,"Neal Analytics",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=b144b66286da5fa2&fccid=a3bcc3a125bee804&vjs=3"
"830",2,"Neal Analytics",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=b144b66286da5fa2&fccid=a3bcc3a125bee804&vjs=3"
"831",6,"JUUL Labs",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=ad90f1adc3ae0793&fccid=6e0a19936820440f&vjs=3"
"832",11,"Harnham",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=e488cefb915b1484&fccid=d72eb0548d91249c&vjs=3"
"833",2,"Amazon.com",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=b7ae1e2a683aa0c9&fccid=fe2d21eef233e94a&vjs=3"
"834",13,"FuelX",2018-10-30,"CA","https://www.indeed.com/company/FuelX/jobs/Senior-Software-Engineer-6883a30505a7bb13?fccid=a03bf99f9567712a&vjs=3"
"835",12,"Apple",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=f10c0f8f2066e693&fccid=c1099851e9794854&vjs=3"
"836",2,"Altair Engineering",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=6357f7cb0fe2e8ee&fccid=3453268f43beb582&vjs=3"
"837",4,"Abbott Laboratories",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=11fd4ef6bf2e16bb&fccid=7942658690eba67c&vjs=3"
"838",7,"Castlight Health",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=e094808a167da73d&fccid=aafdb4fe9e36b658&vjs=3"
"839",13,"Williams-Sonoma, Inc.",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=efef535d274145ed&fccid=cdd85c4d445cce0f&vjs=3"
"840",2,"Williams-Sonoma, Inc.",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=efef535d274145ed&fccid=cdd85c4d445cce0f&vjs=3"
"841",16,"Evidation Health",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=219da6408da3f138&fccid=d4f88f3ade1f810f&vjs=3"
"842",2,"Evidation Health",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=219da6408da3f138&fccid=d4f88f3ade1f810f&vjs=3"
"843",13,"BAE Systems",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=72b2b05bedbc7dcf&fccid=200a825acadb9338&vjs=3"
"844",4,"Under Armour, Inc.",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=9cbc3ac0e2d939a4&fccid=f5d526c81b4033de&vjs=3"
"845",13,"GumGum",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=573b548009719a31&fccid=cf3e26a4f907fe43&vjs=3"
"846",1,"GumGum",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=573b548009719a31&fccid=cf3e26a4f907fe43&vjs=3"
"847",12,"Infoworks",2018-10-30,"CA","https://www.indeed.com/rc/clk?jk=87b87c9466b4dba5&fccid=60d0135836737c31&vjs=3"
"848",4,"23andMe",2018-10-30,"CA","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C-GBn-hCoQRiOTUmbvOBB4-H_sC7WVs4Yr8lhNRogTpPUwezbcRcsAY6G5-g2kNB3y7qHadC2AlPhVBf8oCN9gWsaQ9ekpAkrfnA54NB3XZ_YWIZ1DUGjCgimHyh3nBWsKuq3WBjjtlXH9EWZJDCIuG_NIRSDgWP2nK8cf6jUQwltJNiMagUzCaR8rsHoKf0k0KoaBUFkZDREret7yaW6wPlQUGmHPHllI8Xom4Bm09p7qJ7Fjp34SQp-XL5UNRwm96_CnknToJWRVZp9aCXpEUxp9VkxaMMw3R1PwDGyhPJVvT1r_V-lIeTkZnI_e_IZ1Eh8i1Q3MfoEhSHJIW614IjtVLWRBG0CZ2bHHrQMjkVISVjs4HZ_6&vjs=3&p=6&sk=&fvj=0"
"849",2,"23andMe",2018-10-30,"CA","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C-GBn-hCoQRiOTUmbvOBB4-H_sC7WVs4Yr8lhNRogTpPUwezbcRcsAY6G5-g2kNB3y7qHadC2AlPhVBf8oCN9gWsaQ9ekpAkrfnA54NB3XZ_YWIZ1DUGjCgimHyh3nBWsKuq3WBjjtlXH9EWZJDCIuG_NIRSDgWP2nK8cf6jUQwltJNiMagUzCaR8rsHoKf0k0KoaBUFkZDREret7yaW6wPlQUGmHPHllI8Xom4Bm09p7qJ7Fjp34SQp-XL5UNRwm96_CnknToJWRVZp9aCXpEUxp9VkxaMMw3R1PwDGyhPJVvT1r_V-lIeTkZnI_e_IZ1Eh8i1Q3MfoEhSHJIW614IjtVLWRBG0CZ2bHHrQMjkVISVjs4HZ_6&vjs=3&p=6&sk=&fvj=0"
"850",1,"23andMe",2018-10-30,"CA","https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C-GBn-hCoQRiOTUmbvOBB4-H_sC7WVs4Yr8lhNRogTpPUwezbcRcsAY6G5-g2kNB3y7qHadC2AlPhVBf8oCN9gWsaQ9ekpAkrfnA54NB3XZ_YWIZ1DUGjCgimHyh3nBWsKuq3WBjjtlXH9EWZJDCIuG_NIRSDgWP2nK8cf6jUQwltJNiMagUzCaR8rsHoKf0k0KoaBUFkZDREret7yaW6wPlQUGmHPHllI8Xom4Bm09p7qJ7Fjp34SQp-XL5UNRwm96_CnknToJWRVZp9aCXpEUxp9VkxaMMw3R1PwDGyhPJVvT1r_V-lIeTkZnI_e_IZ1Eh8i1Q3MfoEhSHJIW614IjtVLWRBG0CZ2bHHrQMjkVISVjs4HZ_6&vjs=3&p=6&sk=&fvj=0"
